"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"5480","SSST1505R010_MIS1981_76_1_5","LSD","SSST1505R010 - Land area used by agricultural enterprises and farms","SSST1505R010 - Þemës ûkio ámoniø ir ûkiø naudojamos þemës ûkio naudmenos","Total (1975 - 1980) (Not be renewed)","Suminis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1505R010_MIS1981_76_1_5(1.0)",FALSE,FALSE,NA,NA,"MIS1981_76_1_5"
"5481","SSST1505R010_MIS1986_55_1_5","LSD","SSST1505R010 - Land area used by agricultural enterprises and farms","SSST1505R010 - Þemës ûkio ámoniø ir ûkiø naudojamos þemës ûkio naudmenos","Total (1980 - 1985) (Not be renewed)","Suminis (1980 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1505R010_MIS1986_55_1_5(1.0)",FALSE,FALSE,NA,NA,"MIS1986_55_1_5"
"5482","SSST1505R010_MIS1971_134_1_10","LSD","SSST1505R010 - Land area used by agricultural enterprises and farms","SSST1505R010 - Þemës ûkio ámoniø ir ûkiø naudojamos þemës ûkio naudmenos","Total (1965 - 1970) (Not be renewed)","Suminis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1505R010_MIS1971_134_1_10(1.0)",FALSE,FALSE,NA,NA,"MIS1971_134_1_10"
"5483","SSST1506R001_MIS1981_71_1_1","LSD","SSST1506R001 - Crop production on farms of all categories","SSST1506R001 - Bendroji augalininkystës þemës ûkio produkcija","Total (1960 - 1980) (Not be renewed)","Suminis (1960 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R001_MIS1981_71_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_71_1_1"
"5484","SSST1506R001_MIS1976_104_1_1","LSD","SSST1506R001 - Crop production on farms of all categories","SSST1506R001 - Bendroji augalininkystës þemës ûkio produkcija","Total (1965 - 1975) (Not be renewed)","Suminis (1965 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R001_MIS1976_104_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1976_104_1_1"
"5485","SSST1506R002_MIS1981_71_1_2","LSD","SSST1506R002 - Animal production on farms of all categories","SSST1506R002 - Bendroji gyvulininkystës þemës ûkio produkcija","Total (1960 - 1980) (Not be renewed)","Suminis (1960 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R002_MIS1981_71_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1981_71_1_2"
"5486","SSST1506R002_MIS1976_104_1_2","LSD","SSST1506R002 - Animal production on farms of all categories","SSST1506R002 - Bendroji gyvulininkystës þemës ûkio produkcija","Total (1965 - 1975) (Not be renewed)","Suminis (1965 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R002_MIS1976_104_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1976_104_1_2"
"5487","SSST1506R003_MIS1981_67_2_1","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Agricultural products (1940 - 1980) (Not be renewed)","Þemës ûkio produktai (1940 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1981_67_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_67_2_1"
"5488","SSST1506R003_MIS1986_50_1_1","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Types of agricultural products (1980 - 1985) (Not be renewed)","Bendrosios þemës ûkio produkcijos rûðys (1980 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1986_50_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_50_1_1"
"5489","SSST1506R003_MIS1986_56_1_1","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Types of gross agricultural production  (1966-1970 - 1985) (Not be renewed)","Bendrosios þemës ûkio produkcijos rûðis (1966-1970 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1986_56_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_56_1_1"
"5490","SSST1506R003_MIS1976_104_1_3","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Total (1965 - 1975) (Not be renewed)","Suminis (1965 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1976_104_1_3(1.0)",FALSE,FALSE,NA,NA,"MIS1976_104_1_3"
"5491","SSST1506R003_MIS1991_148_1_1","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Agricultural products (1981-1985 - 1986-1989) (Not be renewed)","Þemës ûkio produktai (1981-1985 - 1986-1989) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1991_148_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_148_1_1"
"5492","SSST1506R003_MIS1991_150_1_1","LSD","SSST1506R003 - Gross agricultural production","SSST1506R003 - Bendroji þemës ûkio produkcija visø kategorijø ûkiuose","Types of gross agricultural production  (1981-1985 - 1990) (Not be renewed)","Bendrosios þemës ûkio produkcijos rûðis (1981-1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R003_MIS1991_150_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_150_1_1"
"5493","SSST1506R004_MIS1976_99_1_1","LSD","SSST1506R004 - Kolkhozes","SSST1506R004 - Kolûkiai","Total (1970 - 1975) (Not be renewed)","Suminis (1970 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R004_MIS1976_99_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1976_99_1_1"
"5494","SSST1506R004_MIS1981_67_1_1","LSD","SSST1506R004 - Kolkhozes","SSST1506R004 - Kolûkiai","Total (1976 - 1980) (Not be renewed)","Suminis (1976 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R004_MIS1981_67_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_67_1_1"
"5495","SSST1506R004_MIS1971_125_1_1","LSD","SSST1506R004 - Kolkhozes","SSST1506R004 - Kolûkiai","Production type (1965 - 1970) (Not be renewed)","Gamybos kryptis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R004_MIS1971_125_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_125_1_1"
"5496","SSST1506R005_MIS1981_70_1_1","LSD","SSST1506R005 - Production of the main agricultural products per capita","SSST1506R005 - Pagrindiniø þemës ûkio produktø gamyba vienam gyventojui","Commodity type (1975 - 1980) (Not be renewed)","Produktø rûðis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R005_MIS1981_70_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_70_1_1"
"5497","SSST1506R005_MIS1991_150_2_1","LSD","SSST1506R005 - Production of the main agricultural products per capita","SSST1506R005 - Pagrindiniø þemës ûkio produktø gamyba vienam gyventojui","Commodity type (1985 - 1990) (Not be renewed)","Produktø rûðis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R005_MIS1991_150_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_150_2_1"
"5498","SSST1506R006_MIS1976_99_1_2","LSD","SSST1506R006 - Sovkhozes","SSST1506R006 - Tarybiniai ûkiai","Production type (1970 - 1975) (Not be renewed)","Gamybos kryptys (1970 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R006_MIS1976_99_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1976_99_1_2"
"5499","SSST1506R006_MIS1981_67_1_2","LSD","SSST1506R006 - Sovkhozes","SSST1506R006 - Tarybiniai ûkiai","Total (1976 - 1980) (Not be renewed)","Suminis (1976 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R006_MIS1981_67_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1981_67_1_2"
"5500","SSST1506R006_MIS1971_125_1_2","LSD","SSST1506R006 - Sovkhozes","SSST1506R006 - Tarybiniai ûkiai","Production type (1965 - 1970) (Not be renewed)","Gamybos kryptis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R006_MIS1971_125_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1971_125_1_2"
"5501","SSST1506R007_MIS1986_52_2_1","LSD","SSST1506R007 - Number of inter-farm enterprises and organisations","SSST1506R007 - Tarpûkinës ámonës ir organizacijos","Total (1980 - 1985) (Not be renewed)","Suminis (1980 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R007_MIS1986_52_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_52_2_1"
"5502","SSST1506R008_MIS1986_52_2_2","LSD","SSST1506R008 - Members of inter-farm enterprises and organisations (kolkhozes, sovkhozes, other State and cooperative enterprises and organisations)","SSST1506R008 - Tarpûkiniø ûkiø dalyviai (kolûkiai, tarybiniai ûkiai ir kitos valstybinës ir kooperatinës ámonës bei organizacijos)","Total (1980 - 1985) (Not be renewed)","Suminis (1980 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R008_MIS1986_52_2_2(1.0)",FALSE,FALSE,NA,NA,"MIS1986_52_2_2"
"5503","SSST1506R009_MIS1965_59_2_1","LSD","SSST1506R009 - Average number of peasant farms per agricultural artel (collective farm)","SSST1506R009 - Vienai þemës ûkio artelei vidutiniðkai tenka kiemø","Total (1958 - 1964) (Not be renewed)","Suminis (1958 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R009_MIS1965_59_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1965_59_2_1"
"5504","SSST1506R010_MIS1965_59_2_2","LSD","SSST1506R010 - Average agricultural land area per agricultural artel (collective farm)","SSST1506R010 - Vienai þemës ûkio artelei vidutiniðkai tenka þemës ûkio naudmenø","Total (1958 - 1964) (Not be renewed)","Suminis (1958 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R010_MIS1965_59_2_2(1.0)",FALSE,FALSE,NA,NA,"MIS1965_59_2_2"
"5505","SSST1506R011_MIS1965_59_2_3","LSD","SSST1506R011 - Agricultural artels (collective farms)","SSST1506R011 - Þemës ûkio artelës","Total (1958 - 1964) (Not be renewed)","Suminis (1958 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1506R011_MIS1965_59_2_3(1.0)",FALSE,FALSE,NA,NA,"MIS1965_59_2_3"
"5506","SSST1507R001_MIS1965_96_1_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1945 - 1964) (Not be renewed)","Produktø rûðis (1945 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1965_96_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1965_96_1_1"
"5507","SSST1507R001_MIS1981_73_1_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1975 - 1980) (Not be renewed)","Produktø rûðis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1981_73_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_73_1_1"
"5508","SSST1507R001_MIS1986_50_2_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1980 - 1984) (Not be renewed)","Produktø rûðys (1980 - 1984) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1986_50_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_50_2_1"
"5509","SSST1507R001_MIS1971_174_1_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1965 - 1970) (Not be renewed)","Produktø rûðis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1971_174_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_174_1_1"
"5510","SSST1507R001_MIS1976_137_1_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1970 - 1975) (Not be renewed)","Produktø rûðis (1970 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1976_137_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1976_137_1_1"
"5511","SSST1507R001_MIS1991_157_3_1","LSD","SSST1507R001 - State purchases of crop products","SSST1507R001 - Augalininkystës produktø valstybinis supirkimas","Commodity type (1985 - 1990) (Not be renewed)","Produktø rûðis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R001_MIS1991_157_3_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_157_3_1"
"5512","SSST1507R002_MIS1965_96_1_2","LSD","SSST1507R002 - State purchases of animal products","SSST1507R002 - Gyvulininkystës produktø valstybinis supirkimas","Commodity type (1945 - 1964) (Not be renewed)","Produktø rûðis (1945 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R002_MIS1965_96_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1965_96_1_2"
"5513","SSST1507R002_MIS1981_73_2_1","LSD","SSST1507R002 - State purchases of animal products","SSST1507R002 - Gyvulininkystës produktø valstybinis supirkimas","Commodity type (1975 - 1980) (Not be renewed)","Produktø rûðis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R002_MIS1981_73_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_73_2_1"
"5514","SSST1507R002_MIS1971_174_1_2","LSD","SSST1507R002 - State purchases of animal products","SSST1507R002 - Gyvulininkystës produktø valstybinis supirkimas","Commodity type (1965 - 1970) (Not be renewed)","Produktø rûðis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R002_MIS1971_174_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1971_174_1_2"
"5515","SSST1507R002_MIS1976_137_1_2","LSD","SSST1507R002 - State purchases of animal products","SSST1507R002 - Gyvulininkystës produktø valstybinis supirkimas","Commodity type (1970 - 1975) (Not be renewed)","Produktø rûðis (1970 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R002_MIS1976_137_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1976_137_1_2"
"5516","SSST1507R002_MIS1991_162_1_1","LSD","SSST1507R002 - State purchases of animal products","SSST1507R002 - Gyvulininkystës produktø valstybinis supirkimas","Commodity type (1985 - 1990) (Not be renewed)","Produktø rûðis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R002_MIS1991_162_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_162_1_1"
"5517","SSST1507R003_MIS1991_163_1_1","LSD","SSST1507R003 - Purchase prices of livestock and poultry","SSST1507R003 - Gyvuliø ir paukðèiø supirkimo kainos","Total (1985 - 1990) (Not be renewed)","Suminis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R003_MIS1991_163_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_163_1_1"
"5518","SSST1507R004_MIS1991_163_1_2","LSD","SSST1507R004 - Purchase prices of eggs","SSST1507R004 - Kiauðiniø supirkimo kainos","Total (1985 - 1990) (Not be renewed)","Suminis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R004_MIS1991_163_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1991_163_1_2"
"5519","SSST1507R005_MIS1991_163_1_3","LSD","SSST1507R005 - Purchase prices of milk","SSST1507R005 - Pieno supirkimo kainos","Total (1985 - 1990) (Not be renewed)","Suminis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1507R005_MIS1991_163_1_3(1.0)",FALSE,FALSE,NA,NA,"MIS1991_163_1_3"
"5520","SSST1508R001_MIS1971_183_2_1","LSD","SSST1508R001 - Cereal combine harvesters","SSST1508R001 - Grûdø kultûrø derliaus valymo kombainø skaièius þemës ûkyje","Type of farm (1965 - 1970) (Not be renewed)","Ûkio tipas (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R001_MIS1971_183_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_183_2_1"
"5521","SSST1508R001_MIS1981_107_2_1","LSD","SSST1508R001 - Cereal combine harvesters","SSST1508R001 - Grûdø kultûrø derliaus valymo kombainø skaièius þemës ûkyje","Total (1975 - 1980) (Not be renewed)","Suminis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R001_MIS1981_107_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_107_2_1"
"5522","SSST1508R002_MIS1981_108_1_1","LSD","SSST1508R002 - Main agricultural machines in agriculture","SSST1508R002 - Pagrindinës þemës ûkio maðinos þemës ûkyje","Agricultural machines type (1975 - 1980) (Not be renewed)","Þemës ûkio maðinø rûðis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R002_MIS1981_108_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_108_1_1"
"5523","SSST1508R003_MIS1971_183_3_1","LSD","SSST1508R003 - Total number of trucks (including tankers)","SSST1508R003 - Sunkveþimiø (áskaitant autocisternas) skaièius þemës ûkyje","Total (1965 - 1970) (Not be renewed)","Suminis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R003_MIS1971_183_3_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_183_3_1"
"5524","SSST1508R003_MIS1981_107_2_2","LSD","SSST1508R003 - Total number of trucks (including tankers)","SSST1508R003 - Sunkveþimiø (áskaitant autocisternas) skaièius þemës ûkyje","Total (1975 - 1980) (Not be renewed)","Suminis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R003_MIS1981_107_2_2(1.0)",FALSE,FALSE,NA,NA,"MIS1981_107_2_2"
"5525","SSST1508R004_MIS1971_182_2_1","LSD","SSST1508R004 - Total number of tractors","SSST1508R004 - Traktoriai","Total (1965 - 1970) (Not be renewed)","Suminis (1965 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R004_MIS1971_182_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_182_2_1"
"5526","SSST1508R004_MIS1981_107_2_3","LSD","SSST1508R004 - Total number of tractors","SSST1508R004 - Traktoriai","Total (1975 - 1980) (Not be renewed)","Suminis (1975 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R004_MIS1981_107_2_3(1.0)",FALSE,FALSE,NA,NA,"MIS1981_107_2_3"
"5527","SSST1508R005_MIS1965_82_1_1","LSD","SSST1508R005 - Supply of tractors and agricultural machines for agriculture","SSST1508R005 - Traktoriø ir þemës ûkio maðinø tiekimas þemës ûkiui","Types of tractors (1958 - 1964) (Not be renewed)","Traktoriø rûðis (1958 - 1964) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R005_MIS1965_82_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1965_82_1_1"
"5528","SSST1508R005_MIS1986_48_3_1","LSD","SSST1508R005 - Supply of tractors and agricultural machines for agriculture","SSST1508R005 - Traktoriø ir þemës ûkio maðinø tiekimas þemës ûkiui","Agricultural machines type (1980 - 1985) (Not be renewed)","Þemës ûkio technikos rûðis (1980 - 1985) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSST1508R005_MIS1986_48_3_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_48_3_1"
"5529","SSSP40301R001_MIS1971_12_2_1","LSD","SSSP40301R001 - Deepest spot of the lake","SSSP40301R001 - Didþiausias eþero gylis","Administrative district | Name of the lake (1970 - 1970) (Not be renewed)","Administracinis rajonas | Eþero pavadinimas (1970 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP40301R001_MIS1971_12_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_12_2_1"
"5530","SSSP40302R001_MIS1971_12_2_2","LSD","SSSP40302R001 - Lake area","SSSP40302R001 - Eþero plotas","Administrative district | Name of the lake (1970 - 1970) (Not be renewed)","Administracinis rajonas | Eþero pavadinimas (1970 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP40302R001_MIS1971_12_2_2(1.0)",FALSE,FALSE,NA,NA,"MIS1971_12_2_2"
"5531","SSSP40401R001_MIS1971_12_1_1","LSD","SSSP40401R001 - Total length of rivers","SSSP40401R001 - Bendras upiø ilgis","Name of the river (1970 - 1970) (Not be renewed)","Upës pavadinimas (1970 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP40401R001_MIS1971_12_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_12_1_1"
"5532","SSSP40402R001_MIS1971_12_1_2","LSD","SSSP40402R001 - Length of rivers within the territory of the Republic","SSSP40402R001 - Upës ilgis respublikos ribose","Name of the river (1970 - 1970) (Not be renewed)","Upës pavadinimas (1970 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP40402R001_MIS1971_12_1_2(1.0)",FALSE,FALSE,NA,NA,"MIS1971_12_1_2"
"5533","SSSP120101R001_MIS1991_94_1_1","LSD","SSSP120101R001 - Libraries","SSSP120101R001 - Bibliotekos","Populated locality (1985 - 1990) (Not be renewed)","Gyvenamoji vietovë (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R001_MIS1991_94_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_94_1_1"
"5534","SSSP120101R001_MIS1971_346_2_1","LSD","SSSP120101R001 - Libraries","SSSP120101R001 - Bibliotekos","Populated locality (1940 - 1970) (Not be renewed)","Gyvenamoji vietovë (1940 - 1970) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R001_MIS1971_346_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1971_346_2_1"
"5535","SSSP120101R001_MIS1976_274_2_1","LSD","SSSP120101R001 - Libraries","SSSP120101R001 - Bibliotekos","Populated locality (1971 - 1975) (Not be renewed)","Gyvenamoji vietovë (1971 - 1975) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R001_MIS1976_274_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1976_274_2_1"
"5536","SSSP120101R001_MIS1981_218_1_1","LSD","SSSP120101R001 - Libraries","SSSP120101R001 - Bibliotekos","Populated locality (1976 - 1980) (Not be renewed)","Gyvenamoji vietovë (1976 - 1980) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R001_MIS1981_218_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1981_218_1_1"
"5537","SSSP120101R001_MIS1986_184_2_1","LSD","SSSP120101R001 - Libraries","SSSP120101R001 - Bibliotekos","Populated locality (1950 - 1984) (Not be renewed)","Gyvenamoji vietovë (1950 - 1984) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R001_MIS1986_184_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_184_2_1"
"5538","SSSP120101R002_MIS1991_94_2_1","LSD","SSSP120101R002 - Books and magazines lent","SSSP120101R002 - Iðduota knygø ir þurnalø","Total (1985 - 1990) (Not be renewed)","Suminis (1985 - 1990) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R002_MIS1991_94_2_1(1.0)",FALSE,FALSE,NA,NA,"MIS1991_94_2_1"
"5539","SSSP120101R002_MIS1986_185_1_1","LSD","SSSP120101R002 - Books and magazines lent","SSSP120101R002 - Iðduota knygø ir þurnalø","Total (1980 - 1984) (Not be renewed)","Suminis (1980 - 1984) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:SSSP120101R002_MIS1986_185_1_1(1.0)",FALSE,FALSE,NA,NA,"MIS1986_185_1_1"
